date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/05/2021,PRNT,"EXONE CO/THE",XONE,302104104,"1,079,022","$24,267,204.78",5.38%
10/05/2021,PRNT,"3D SYSTEMS CORP",DDD,88554D205,"831,319","$21,689,112.71",4.81%
10/05/2021,PRNT,"BICO GROUP AB",BICO,BKMFJ94,"329,417","$18,964,111.78",4.20%
10/05/2021,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,"10,581","$18,927,552.87",4.20%
10/05/2021,PRNT,"CONFORMIS INC",CFMS,20717E101,"14,551,646","$18,917,139.80",4.19%
10/05/2021,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,"899,359","$18,584,216.24",4.12%
10/05/2021,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,"265,682","$18,395,821.68",4.08%
10/05/2021,PRNT,"HP INC",HPQ,40434L105,"649,216","$18,229,985.28",4.04%
10/05/2021,PRNT,"MICROSOFT CORP",MSFT,594918104,"62,998","$17,835,363.78",3.95%
10/05/2021,PRNT,"TRIMBLE INC",TRMB,896239100,"219,162","$17,833,211.94",3.95%
10/05/2021,PRNT,"DASSAULT SYSTEMES SE","DSY FP",BM8H5Y5,"347,984","$17,782,595.51",3.94%
10/05/2021,PRNT,"ANSYS INC",ANSS,03662Q105,"51,281","$17,178,622.19",3.81%
10/05/2021,PRNT,"AUTODESK INC",ADSK,052769106,"60,801","$16,594,416.93",3.68%
10/05/2021,PRNT,"RENISHAW PLC",RSW,0732358,"268,144","$16,215,089.96",3.59%
10/05/2021,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,"787,771","$14,912,505.03",3.31%
10/05/2021,PRNT,"PTC INC",PTC,69370C100,"126,717","$14,890,514.67",3.30%
10/05/2021,PRNT,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"2,743,459","$14,759,809.42",3.27%
10/05/2021,PRNT,"PROTO LABS INC",PRLB,743713109,"215,537","$13,977,574.45",3.10%
10/05/2021,PRNT,"DESKTOP METAL INC-A",DM,25058X105,"1,953,706","$13,558,719.64",3.01%
10/05/2021,PRNT,"STRATASYS LTD",SSYS,M85548101,"616,991","$13,394,874.61",2.97%
10/05/2021,PRNT,"XOMETRY INC-A",XMTR,98423F109,"240,947","$13,076,193.69",2.90%
10/05/2021,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,"9,499","$6,083,159.60",1.35%
10/05/2021,PRNT,"HEXAGON AB-B SHS","HEXAB S",BNZFHC1,"390,275","$5,886,295.07",1.30%
10/05/2021,PRNT,"GENERAL ELECTRIC CO",GE,369604301,"55,649","$5,837,580.10",1.29%
10/05/2021,PRNT,"SIEMENS AG-REG",SIE,5727973,"35,776","$5,648,885.87",1.25%
10/05/2021,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,"41,964","$5,549,319.36",1.23%
10/05/2021,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,"70,472","$5,566,583.28",1.23%
10/05/2021,PRNT,"AMETEK INC",AME,031100100,"44,705","$5,503,632.55",1.22%
10/05/2021,PRNT,"MICHELIN (CGDE)",ML,4588364,"34,963","$5,363,669.75",1.19%
10/05/2021,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,"48,413","$5,305,580.67",1.18%
10/05/2021,PRNT,"ARCONIC CORP",ARNC,03966V107,"168,202","$5,325,275.32",1.18%
10/05/2021,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,"500,857","$5,299,271.34",1.17%
10/05/2021,PRNT,"EXCO TECHNOLOGIES LTD",XTC,2325392,"671,675","$5,221,765.90",1.16%
10/05/2021,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,"120,651","$5,146,971.66",1.14%
10/05/2021,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,"79,300","$5,132,296.00",1.14%
10/05/2021,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,"26,706","$4,764,884.52",1.06%
10/05/2021,PRNT,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"663,354","$663,354.20",0.15%
10/05/2021,PRNT,"HEXCEL CORP",HXL,428291108,"9,112","$566,584.16",0.13%
10/05/2021,PRNT,"TORAY INDUSTRIES INC",3402,6897143,"82,699","$530,004.23",0.12%
10/05/2021,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,"2,789","$557,028.56",0.12%
10/05/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,"4,199","$551,446.93",0.12%
10/05/2021,PRNT,"EASTMAN KODAK CO",KODK,277461406,"71,424","$476,398.08",0.11%
10/05/2021,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,"15,500","$487,099.62",0.11%
10/05/2021,PRNT,"5N PLUS INC",VNP,B2B3VZ3,"239,337","$513,680.37",0.11%
10/05/2021,PRNT,"SGL CARBON SE",SGL,4818351,"48,124","$507,840.08",0.11%
10/05/2021,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,"4,680","$477,874.80",0.11%
10/05/2021,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,"13,876","$459,573.12",0.10%
10/05/2021,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,"6,677","$468,591.86",0.10%
10/05/2021,PRNT,"VOESTALPINE AG",VOE,4943402,"12,615","$459,185.77",0.10%
10/05/2021,PRNT,"HENKEL AG & CO KGAA VOR-PREF",HEN3,5076705,"5,157","$473,482.17",0.10%
10/05/2021,PRNT,"3M CO",MMM,88579Y101,"2,617","$460,696.68",0.10%
10/05/2021,PRNT,"XEROX HOLDINGS CORP",XRX,98421M106,"22,473","$467,887.86",0.10%
10/05/2021,PRNT,"SANDVIK AB",SAND,B1VQ252,"19,778","$449,319.76",0.10%
10/05/2021,PRNT,"PYROGENESIS CANADA INC",PYR,B43JTF9,"117,215","$473,332.43",0.10%
10/05/2021,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,"25,342","$427,772.96",0.09%
10/05/2021,PRNT,"GREAT BRITISH POUND",,GBP,0,$0.33,0.00%
