date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/08/2021,ARKK,"TESLA INC",TSLA,88160R101,"2,469,443","$1,959,774,659.23",9.65%
10/08/2021,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,"9,124,177","$1,193,442,351.60",5.88%
10/08/2021,ARKK,"ROKU INC",ROKU,77543R102,"3,561,738","$1,155,677,128.86",5.69%
10/08/2021,ARKK,"COINBASE GLOBAL INC -CLASS A",COIN,19260Q107,"4,452,360","$1,120,169,252.40",5.52%
10/08/2021,ARKK,"UNITY SOFTWARE INC",U,91332U101,"7,871,005","$1,071,007,650.35",5.28%
10/08/2021,ARKK,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,"3,465,434","$888,086,771.18",4.38%
10/08/2021,ARKK,"SQUARE INC - A",SQ,852234103,"3,345,605","$833,590,941.80",4.11%
10/08/2021,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,"3,346,241","$786,032,010.90",3.87%
10/08/2021,ARKK,"SHOPIFY INC - CLASS A",SHOP,82509L107,"554,609","$775,620,686.50",3.82%
10/08/2021,ARKK,"TWILIO INC - A",TWLO,90138F102,"2,058,263","$667,227,116.71",3.29%
10/08/2021,ARKK,"UIPATH INC - CLASS A",PATH,90364P105,"12,670,173","$662,903,451.36",3.27%
10/08/2021,ARKK,"EXACT SCIENCES CORP",EXAS,30063P105,"6,793,407","$648,770,368.50",3.20%
10/08/2021,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,"6,942,125","$650,199,427.50",3.20%
10/08/2021,ARKK,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,"24,268,294","$575,886,616.62",2.84%
10/08/2021,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,"4,110,536","$554,018,042.08",2.73%
10/08/2021,ARKK,"DRAFTKINGS INC - CL A",DKNG,26142R104,"11,096,933","$547,855,582.21",2.70%
10/08/2021,ARKK,"TWITTER INC",TWTR,90184L102,"8,099,991","$518,156,424.27",2.55%
10/08/2021,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,"4,992,440","$514,171,395.60",2.53%
10/08/2021,ARKK,"BEAM THERAPEUTICS INC",BEAM,07373V105,"5,387,568","$457,727,777.28",2.25%
10/08/2021,ARKK,"INVITAE CORP",NVTA,46185L103,"15,969,506","$424,309,774.42",2.09%
10/08/2021,ARKK,"FATE THERAPEUTICS INC",FATE,31189P102,"6,235,115","$351,224,027.95",1.73%
10/08/2021,ARKK,"DOCUSIGN INC",DOCU,256163106,"1,287,515","$344,835,142.45",1.70%
10/08/2021,ARKK,"10X GENOMICS INC-CLASS A",TXG,88025U109,"2,150,219","$331,198,232.57",1.63%
10/08/2021,ARKK,"IRIDIUM COMMUNICATIONS INC",IRDM,46269C102,"7,485,100","$287,502,691.00",1.42%
10/08/2021,ARKK,"PAGERDUTY INC",PD,69553P100,"7,000,374","$285,965,277.90",1.41%
10/08/2021,ARKK,"TUSIMPLE HOLDINGS INC - A",TSP,90089L108,"7,206,850","$271,914,450.50",1.34%
10/08/2021,ARKK,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,"9,780,313","$249,984,800.28",1.23%
10/08/2021,ARKK,"ROBINHOOD MARKETS INC - A",HOOD,770700102,"5,708,210","$238,831,506.40",1.18%
10/08/2021,ARKK,"GINKGO BIOWORKS HOLDINGS INC",DNA,37611X100,"20,251,964","$227,227,036.08",1.12%
10/08/2021,ARKK,"SIGNIFY HEALTH INC -CLASS A",SGFY,82671G100,"10,074,188","$181,436,125.88",0.89%
10/08/2021,ARKK,"2U INC",TWOU,90214J101,"5,256,957","$178,894,246.71",0.88%
10/08/2021,ARKK,"VERACYTE INC",VCYT,92337F107,"3,831,982","$168,185,689.98",0.83%
10/08/2021,ARKK,"EDITAS MEDICINE INC",EDIT,28106W103,"4,069,833","$158,845,581.99",0.78%
10/08/2021,ARKK,"TWIST BIOSCIENCE CORP",TWST,90184D100,"1,570,902","$157,734,269.82",0.78%
10/08/2021,ARKK,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,"5,458,090","$145,621,841.20",0.72%
