date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/12/2021,ARKG,"TELADOC HEALTH INC",TDOC,87918A105,"4,056,147","$525,717,212.67",7.76%
10/12/2021,ARKG,"EXACT SCIENCES CORP",EXAS,30063P105,"3,901,183","$364,565,551.35",5.38%
10/12/2021,ARKG,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,"14,024,751","$336,313,528.98",4.96%
10/12/2021,ARKG,"IONIS PHARMACEUTICALS INC",IONS,462222100,"8,422,170","$289,806,869.70",4.28%
10/12/2021,ARKG,"FATE THERAPEUTICS INC",FATE,31189P102,"4,740,537","$268,077,367.35",3.96%
10/12/2021,ARKG,"VERTEX PHARMACEUTICALS INC",VRTX,92532F100,"1,484,864","$266,651,877.12",3.94%
10/12/2021,ARKG,"TWIST BIOSCIENCE CORP",TWST,90184D100,"2,181,852","$220,672,511.28",3.26%
10/12/2021,ARKG,"CAREDX INC",CDNA,14167L103,"3,400,933","$217,217,590.71",3.21%
10/12/2021,ARKG,"VEEVA SYSTEMS INC-CLASS A",VEEV,922475108,"726,470","$206,462,774.00",3.05%
10/12/2021,ARKG,"CRISPR THERAPEUTICS AG",CRSP,H17182108,"2,032,636","$204,584,813.40",3.02%
10/12/2021,ARKG,"ACCOLADE INC",ACCD,00437E102,"5,524,891","$203,094,993.16",3.00%
10/12/2021,ARKG,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,"1,588,864","$200,085,643.52",2.95%
10/12/2021,ARKG,"BEAM THERAPEUTICS INC",BEAM,07373V105,"2,223,937","$192,503,986.72",2.84%
10/12/2021,ARKG,"TAKEDA PHARMACEUTIC-SP ADR","TAK UN",874060205,"13,112,018","$186,452,895.96",2.75%
10/12/2021,ARKG,"INCYTE CORP",INCY,45337C102,"2,842,485","$184,221,452.85",2.72%
10/12/2021,ARKG,"REGENERON PHARMACEUTICALS",REGN,75886F107,"305,794","$167,043,030.44",2.47%
10/12/2021,ARKG,"ADAPTIVE BIOTECHNOLOGIES",ADPT,00650F109,"5,123,791","$160,989,513.22",2.38%
10/12/2021,ARKG,"INVITAE CORP",NVTA,46185L103,"5,969,472","$155,862,913.92",2.30%
10/12/2021,ARKG,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,"5,714,968","$149,789,311.28",2.21%
10/12/2021,ARKG,"SIGNIFY HEALTH INC -CLASS A",SGFY,82671G100,"8,908,769","$149,578,231.51",2.21%
10/12/2021,ARKG,"GINKGO BIOWORKS HOLDINGS INC",DNA,37611X100,"15,614,443","$147,868,775.21",2.18%
10/12/2021,ARKG,"CODEXIS INC",CDXS,192005106,"4,825,856","$143,231,406.08",2.11%
10/12/2021,ARKG,"UIPATH INC - CLASS A",PATH,90364P105,"2,903,640","$139,607,011.20",2.06%
10/12/2021,ARKG,"CASTLE BIOSCIENCES INC",CSTL,14843C105,"2,034,685","$124,054,744.45",1.83%
10/12/2021,ARKG,"SCHRODINGER INC",SDGR,80810D103,"2,144,391","$109,256,721.45",1.61%
10/12/2021,ARKG,"ARCTURUS THERAPEUTICS HOLDIN","ARCT UQ",03969T109,"2,499,824","$107,442,435.52",1.59%
10/12/2021,ARKG,"10X GENOMICS INC-CLASS A",TXG,88025U109,"623,864","$97,335,261.28",1.44%
10/12/2021,ARKG,"PERSONALIS INC",PSNL,71535D106,"5,212,465","$97,108,222.95",1.43%
10/12/2021,ARKG,"QUANTUM-SI INC",QSI,74765K105,"11,217,646","$96,135,226.22",1.42%
10/12/2021,ARKG,"PFIZER INC",PFE,717081103,"2,193,384","$92,253,731.04",1.36%
