date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/12/2021,PRNT,"EXONE CO/THE",XONE,302104104,"1,079,022","$24,321,155.88",5.34%
10/12/2021,PRNT,"3D SYSTEMS CORP",DDD,88554D205,"831,319","$21,780,557.80",4.78%
10/12/2021,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,"10,581","$19,143,856.68",4.20%
10/12/2021,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,"265,682","$18,709,326.44",4.11%
10/12/2021,PRNT,"MICROSOFT CORP",MSFT,594918104,"62,998","$18,535,901.54",4.07%
10/12/2021,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,"899,359","$18,553,765.89",4.07%
10/12/2021,PRNT,"CONFORMIS INC",CFMS,20717E101,"14,551,646","$18,480,590.42",4.06%
10/12/2021,PRNT,"HP INC",HPQ,40434L105,"649,216","$17,970,298.88",3.94%
10/12/2021,PRNT,"ANSYS INC",ANSS,03662Q105,"51,281","$17,646,304.91",3.87%
10/12/2021,PRNT,"TRIMBLE INC",TRMB,896239100,"219,162","$17,616,241.56",3.87%
10/12/2021,PRNT,"DASSAULT SYSTEMES SE","DSY FP",BM8H5Y5,"347,984","$17,555,359.29",3.85%
10/12/2021,PRNT,"BICO GROUP AB",BICO,BKMFJ94,"329,417","$17,062,223.98",3.74%
10/12/2021,PRNT,"AUTODESK INC",ADSK,052769106,"60,801","$16,813,908.54",3.69%
10/12/2021,PRNT,"STRATASYS LTD",SSYS,M85548101,"616,991","$16,634,077.36",3.65%
10/12/2021,PRNT,"RENISHAW PLC",RSW,0732358,"268,144","$16,292,219.89",3.58%
10/12/2021,PRNT,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"2,743,459","$15,335,935.81",3.37%
10/12/2021,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,"787,771","$15,243,368.85",3.35%
10/12/2021,PRNT,"PTC INC",PTC,69370C100,"126,717","$14,945,002.98",3.28%
10/12/2021,PRNT,"PROTO LABS INC",PRLB,743713109,"215,537","$14,428,046.78",3.17%
10/12/2021,PRNT,"XOMETRY INC-A",XMTR,98423F109,"240,947","$13,678,561.19",3.00%
10/12/2021,PRNT,"DESKTOP METAL INC-A",DM,25058X105,"1,953,706","$13,363,349.04",2.93%
10/12/2021,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,"9,499","$6,001,943.15",1.32%
10/12/2021,PRNT,"GENERAL ELECTRIC CO",GE,369604301,"55,649","$5,791,947.92",1.27%
10/12/2021,PRNT,"HEXAGON AB-B SHS","HEXAB S",BNZFHC1,"390,275","$5,714,500.27",1.25%
10/12/2021,PRNT,"SIEMENS AG-REG",SIE,5727973,"35,776","$5,635,857.46",1.24%
10/12/2021,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,"41,964","$5,593,801.20",1.23%
10/12/2021,PRNT,"AMETEK INC",AME,031100100,"44,705","$5,563,984.30",1.22%
10/12/2021,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,"70,472","$5,577,858.80",1.22%
10/12/2021,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,"79,300","$5,368,610.00",1.18%
10/12/2021,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,"500,857","$5,353,988.62",1.18%
10/12/2021,PRNT,"EXCO TECHNOLOGIES LTD",XTC,2325392,"671,675","$5,324,351.43",1.17%
10/12/2021,PRNT,"MICHELIN (CGDE)",ML,4588364,"34,963","$5,288,490.46",1.16%
10/12/2021,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,"48,413","$5,305,096.54",1.16%
10/12/2021,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,"120,651","$5,237,459.91",1.15%
10/12/2021,PRNT,"ARCONIC CORP",ARNC,03966V107,"168,202","$5,252,948.46",1.15%
10/12/2021,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,"26,706","$4,853,548.44",1.07%
10/12/2021,PRNT,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"793,566","$793,566.29",0.17%
10/12/2021,PRNT,"HEXCEL CORP",HXL,428291108,"9,112","$567,950.96",0.12%
10/12/2021,PRNT,"TORAY INDUSTRIES INC",3402,6897143,"82,699","$525,526.93",0.12%
10/12/2021,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,"2,789","$558,457.20",0.12%
10/12/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,"4,199","$535,951.74",0.12%
10/12/2021,PRNT,"EASTMAN KODAK CO",KODK,277461406,"71,424","$492,825.60",0.11%
10/12/2021,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,"15,500","$494,328.49",0.11%
10/12/2021,PRNT,"5N PLUS INC",VNP,B2B3VZ3,"239,337","$517,423.25",0.11%
10/12/2021,PRNT,"SGL CARBON SE",SGL,4818351,"48,124","$493,063.52",0.11%
10/12/2021,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,"4,680","$489,808.80",0.11%
10/12/2021,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,"13,876","$469,286.32",0.10%
10/12/2021,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,"6,677","$465,787.52",0.10%
10/12/2021,PRNT,"VOESTALPINE AG",VOE,4943402,"12,615","$463,082.83",0.10%
10/12/2021,PRNT,"HENKEL AG & CO KGAA VOR-PREF",HEN3,5076705,"5,157","$468,682.80",0.10%
10/12/2021,PRNT,"3M CO",MMM,88579Y101,"2,617","$461,324.76",0.10%
10/12/2021,PRNT,"XEROX HOLDINGS CORP",XRX,98421M106,"22,473","$465,191.10",0.10%
10/12/2021,PRNT,"SANDVIK AB",SAND,B1VQ252,"19,778","$468,447.98",0.10%
10/12/2021,PRNT,"PYROGENESIS CANADA INC",PYR,B43JTF9,"117,215","$473,027.14",0.10%
10/12/2021,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,"25,342","$428,026.38",0.09%
10/12/2021,PRNT,"GREAT BRITISH POUND",,GBP,0,$0.33,0.00%
