FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-24,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,35080,0.0143
ARKG,2021-08-24,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,229,0.0001
ARKG,2021-08-24,Buy,QSI,74765K105,QUANTUM-SI INC,90017,0.0095
ARKG,2021-08-24,Buy,PSNL,71535D106,PERSONALIS INC,4500,0.001
ARKG,2021-08-24,Buy,PFE,717081103,PFIZER INC,258390,0.1547
ARKG,2021-08-24,Buy,MASS,65443P102,908 DEVICES INC,650,0.0003
ARKG,2021-08-24,Buy,FATE,31189P102,FATE THERAPEUTICS INC,171840,0.1497
ARKG,2021-08-24,Buy,DYNS,268010105,DYNAMICS SPECIAL PURPOSE CORP,106,0
ARKG,2021-08-24,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,1200,0.0002
ARKG,2021-08-24,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,48386,0.0018
ARKG,2021-08-24,Sell,RHHBY,771195104,ROCHE HOLDING AG,226200,0.1389
ARKG,2021-08-24,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,250021,0.2101
ARKG,2021-08-24,Sell,SEER,81578P106,SEER INC,82789,0.0358
