FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-25,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,30596,0.0126
ARKG,2021-08-25,Buy,QSI,74765K105,QUANTUM-SI INC,117584,0.0128
ARKG,2021-08-25,Buy,PSNL,71535D106,PERSONALIS INC,43612,0.0103
ARKG,2021-08-25,Buy,PFE,717081103,PFIZER INC,170809,0.0987
ARKG,2021-08-25,Buy,MASS,65443P102,908 DEVICES INC,11300,0.0047
ARKG,2021-08-25,Buy,DYNS,268010105,DYNAMICS SPECIAL PURPOSE CORP,3,0
ARKG,2021-08-25,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,18100,0.0023
ARKG,2021-08-25,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,16223,0.0006
ARKG,2021-08-25,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,114400,0.0937
ARKG,2021-08-25,Sell,RHHBY,771195104,ROCHE HOLDING AG,66000,0.0394
ARKG,2021-08-25,Sell,SEER,81578P106,SEER INC,152557,0.0649
