FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-03,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,3074,0.0032
ARKG,2021-08-03,Buy,SMFR,81663L101,SEMA4 HOLDINGS CORP,96000,0.0127
ARKG,2021-08-03,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,31587,0.0097
ARKG,2021-08-03,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,11809,0.0045
ARKG,2021-08-03,Buy,SRNG,G8354H126,SOARING EAGLE ACQUISITION CORP,214751,0.0247
ARKG,2021-08-03,Buy,FATE,31189P102,FATE THERAPEUTICS INC,55163,0.0548
ARKG,2021-08-03,Buy,MASS,65443P102,908 DEVICES INC,46488,0.0166
ARKG,2021-08-03,Buy,EDIT,28106W103,EDITAS MEDICINE INC,35000,0.0168
ARKG,2021-08-03,Sell,CLLS,15117K103,CELLECTIS SA,5518,0.0009
ARKG,2021-08-03,Sell,SEER,81578P106,SEER INC,14000,0.0051
ARKG,2021-08-03,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,195680,0.0159
ARKG,2021-08-03,Sell,RHHBY,771195104,ROCHE HOLDING AG,94417,0.0535
ARKG,2021-08-03,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,22000,0.1472
ARKG,2021-08-03,Sell,NVS,66987V109,NOVARTIS AG,143100,0.1538
ARKG,2021-08-03,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,1500,0.0001
