date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/13/2021,PRNT,"EXONE CO/THE",XONE,302104104,"1,079,022","$24,439,848.30",5.38%
10/13/2021,PRNT,"3D SYSTEMS CORP",DDD,88554D205,"831,319","$22,129,711.78",4.87%
10/13/2021,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,"10,581","$19,214,409.28",4.23%
10/13/2021,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,"265,682","$18,778,403.76",4.13%
10/13/2021,PRNT,"MICROSOFT CORP",MSFT,594918104,"62,998","$18,450,854.24",4.06%
10/13/2021,PRNT,"CONFORMIS INC",CFMS,20717E101,"14,551,646","$18,335,073.96",4.03%
10/13/2021,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,"899,359","$18,316,799.41",4.03%
10/13/2021,PRNT,"TRIMBLE INC",TRMB,896239100,"219,162","$17,681,990.16",3.89%
10/13/2021,PRNT,"ANSYS INC",ANSS,03662Q105,"51,281","$17,626,305.32",3.88%
10/13/2021,PRNT,"DASSAULT SYSTEMES SE","DSY FP",BM8H5Y5,"347,984","$17,563,538.37",3.86%
10/13/2021,PRNT,"HP INC",HPQ,40434L105,"649,216","$17,236,684.80",3.79%
10/13/2021,PRNT,"AUTODESK INC",ADSK,052769106,"60,801","$16,775,603.91",3.69%
10/13/2021,PRNT,"STRATASYS LTD",SSYS,M85548101,"616,991","$16,658,757.00",3.67%
10/13/2021,PRNT,"BICO GROUP AB",BICO,BKMFJ94,"329,417","$16,507,036.48",3.63%
10/13/2021,PRNT,"RENISHAW PLC",RSW,0732358,"268,144","$16,212,934.30",3.57%
10/13/2021,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,"787,771","$15,463,944.73",3.40%
10/13/2021,PRNT,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"2,743,459","$15,418,239.58",3.39%
10/13/2021,PRNT,"PTC INC",PTC,69370C100,"126,717","$14,844,896.55",3.27%
10/13/2021,PRNT,"PROTO LABS INC",PRLB,743713109,"215,537","$14,428,046.78",3.17%
10/13/2021,PRNT,"XOMETRY INC-A",XMTR,98423F109,"240,947","$13,654,466.49",3.00%
10/13/2021,PRNT,"DESKTOP METAL INC-A",DM,25058X105,"1,953,706","$13,480,571.40",2.97%
10/13/2021,PRNT,"ALIGN TECHNOLOGY INC",ALGN,016255101,"9,499","$5,959,957.57",1.31%
10/13/2021,PRNT,"GENERAL ELECTRIC CO",GE,369604301,"55,649","$5,716,265.28",1.26%
10/13/2021,PRNT,"HEXAGON AB-B SHS","HEXAB S",BNZFHC1,"390,275","$5,713,270.23",1.26%
10/13/2021,PRNT,"SIEMENS AG-REG",SIE,5727973,"35,776","$5,616,985.90",1.24%
10/13/2021,PRNT,"MOOG INC-CLASS A",MOG/A,615394202,"70,472","$5,618,732.56",1.24%
10/13/2021,PRNT,"LINCOLN ELECTRIC HOLDINGS",LECO,533900106,"41,964","$5,532,114.12",1.22%
10/13/2021,PRNT,"AMETEK INC",AME,031100100,"44,705","$5,516,597.00",1.21%
10/13/2021,PRNT,"FARO TECHNOLOGIES INC",FARO,311642102,"79,300","$5,420,155.00",1.19%
10/13/2021,PRNT,"OC OERLIKON CORP AG-REG",OERL,4612757,"500,857","$5,338,743.29",1.17%
10/13/2021,PRNT,"EXCO TECHNOLOGIES LTD",XTC,2325392,"671,675","$5,336,315.30",1.17%
10/13/2021,PRNT,"AEROJET ROCKETDYNE HOLDINGS",AJRD,007800105,"120,651","$5,265,209.64",1.16%
10/13/2021,PRNT,"MICHELIN (CGDE)",ML,4588364,"34,963","$5,290,154.19",1.16%
10/13/2021,PRNT,"KAISER ALUMINUM CORP",KALU,483007704,"48,413","$5,281,858.30",1.16%
10/13/2021,PRNT,"ARCONIC CORP",ARNC,03966V107,"168,202","$5,197,441.80",1.14%
10/13/2021,PRNT,"UNITED PARCEL SERVICE-CL B",UPS,911312106,"26,706","$4,860,224.94",1.07%
10/13/2021,PRNT,"DREYFUS GOVT CASH MAN INS",,X9USDDGCM,"793,566","$793,566.29",0.17%
10/13/2021,PRNT,"HEXCEL CORP",HXL,428291108,"9,112","$570,775.68",0.13%
10/13/2021,PRNT,"TORAY INDUSTRIES INC",3402,6897143,"82,699","$528,367.87",0.12%
10/13/2021,PRNT,"KONINKLIJKE DSM NV",DSM,B0HZL93,"2,789","$565,448.67",0.12%
10/13/2021,PRNT,ARKEMA,AKE,B0Z5YZ2,"4,199","$539,457.05",0.12%
10/13/2021,PRNT,"5N PLUS INC",VNP,B2B3VZ3,"239,337","$549,316.92",0.12%
10/13/2021,PRNT,"EASTMAN CHEMICAL CO",EMN,277432100,"4,680","$487,422.00",0.11%
10/13/2021,PRNT,"EVONIK INDUSTRIES AG",EVK,B5ZQ9D3,"15,500","$489,609.16",0.11%
10/13/2021,PRNT,"SGL CARBON SE",SGL,4818351,"48,124","$496,163.76",0.11%
10/13/2021,PRNT,"EASTMAN KODAK CO",KODK,277461406,"71,424","$492,111.36",0.11%
10/13/2021,PRNT,"CARPENTER TECHNOLOGY",CRS,144285103,"13,876","$463,874.68",0.10%
10/13/2021,PRNT,"DUPONT DE NEMOURS INC",DD,26614N102,"6,677","$462,181.94",0.10%
10/13/2021,PRNT,"VOESTALPINE AG",VOE,4943402,"12,615","$463,509.70",0.10%
10/13/2021,PRNT,"HENKEL AG & CO KGAA VOR-PREF",HEN3,5076705,"5,157","$463,060.07",0.10%
10/13/2021,PRNT,"3M CO",MMM,88579Y101,"2,617","$459,362.01",0.10%
10/13/2021,PRNT,"XEROX HOLDINGS CORP",XRX,98421M106,"22,473","$463,617.99",0.10%
10/13/2021,PRNT,"SANDVIK AB",SAND,B1VQ252,"19,778","$467,168.49",0.10%
10/13/2021,PRNT,"PYROGENESIS CANADA INC",PYR,B43JTF9,"117,215","$473,149.39",0.10%
10/13/2021,PRNT,"ALLEGHENY TECHNOLOGIES INC",ATI,01741R102,"25,342","$417,129.32",0.09%
10/13/2021,PRNT,"GREAT BRITISH POUND",,GBP,0,$0.33,0.00%
