FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-08-26,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,62252,0.0254
ARKG,2021-08-26,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,2468,0.001
ARKG,2021-08-26,Buy,QSI,74765K105,QUANTUM-SI INC,34201,0.0037
ARKG,2021-08-26,Buy,PSNL,71535D106,PERSONALIS INC,40468,0.0094
ARKG,2021-08-26,Buy,PFE,717081103,PFIZER INC,173579,0.1001
ARKG,2021-08-26,Buy,MASS,65443P102,908 DEVICES INC,25000,0.0101
ARKG,2021-08-26,Buy,DYNS,268010105,DYNAMICS SPECIAL PURPOSE CORP,1696,0.0002
ARKG,2021-08-26,Buy,CMIIU,125842203,CM LIFE SCIENCES II INC,25000,0.0032
ARKG,2021-08-26,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,17033,0.0207
ARKG,2021-08-26,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,400,0
ARKG,2021-08-26,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,15505,0.0006
ARKG,2021-08-26,Sell,BMY,110122108,BRISTOL-MYERS SQUIBB CO,29000,0.0236
ARKG,2021-08-26,Sell,RHHBY,771195104,ROCHE HOLDING AG,32600,0.0196
ARKG,2021-08-26,Sell,SEER,81578P106,SEER INC,20000,0.0089
