FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKX,2021-09-15,Buy,ACIC,049284102,ATLAS CREST INVESTMENT CORP,8500,0.0141
ARKX,2021-09-15,Buy,AVAV,008073108,AEROVIRONMENT INC,15983,0.243
ARKX,2021-09-15,Buy,BLDE,092667104,BLADE AIR MOBILITY INC,50004,0.0843
ARKX,2021-09-15,Buy,KTOS,50077B207,KRATOS DEFENSE & SECURITY SOLUTIONS INC,24848,0.0953
ARKX,2021-09-15,Buy,PATH,90364P105,UIPATH INC,38080,0.3477
ARKX,2021-09-15,Sell,GOOG,02079K107,ALPHABET INC,598,0.2959
ARKX,2021-09-15,Sell,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,43042,0.3331
ARKX,2021-09-15,Sell,SPR,848574109,SPIRIT AEROSYSTEMS HOLDINGS INC,42942,0.289
