date,fund,company,ticker,cusip,"market value ($)","weight (%)"
10/01/2021,ARKW,"TESLA INC",TSLA,88160R101,"$516,650,366.84",10.36%
10/01/2021,ARKW,"GRAYSCALE BITCOIN TRUST BTC",GBTC,389637109,"$273,319,523.20",5.48%
10/01/2021,ARKW,"TWITTER INC",TWTR,90184L102,"$270,255,335.13",5.42%
10/01/2021,ARKW,"COINBASE GLOBAL INC -CLASS A",COIN,19260Q107,"$259,444,579.68",5.20%
10/01/2021,ARKW,"TELADOC HEALTH INC",TDOC,87918A105,"$244,093,905.99",4.89%
10/01/2021,ARKW,"ROKU INC",ROKU,77543R102,"$218,695,425.45",4.38%
10/01/2021,ARKW,"UNITY SOFTWARE INC",U,91332U101,"$214,687,241.25",4.30%
10/01/2021,ARKW,"SHOPIFY INC - CLASS A",SHOP,82509L107,"$199,959,924.86",4.01%
10/01/2021,ARKW,"SQUARE INC - A",SQ,852234103,"$197,831,544.32",3.97%
10/01/2021,ARKW,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,"$187,541,693.74",3.76%
10/01/2021,ARKW,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,"$176,157,383.00",3.53%
10/01/2021,ARKW,"TWILIO INC - A",TWLO,90138F102,"$175,590,762.75",3.52%
10/01/2021,ARKW,"DRAFTKINGS INC - CL A",DKNG,26142R104,"$175,410,182.08",3.52%
10/01/2021,ARKW,"PELOTON INTERACTIVE INC-A",PTON,70614W100,"$149,971,219.85",3.01%
10/01/2021,ARKW,"UIPATH INC - CLASS A",PATH,90364P105,"$130,677,032.02",2.62%
10/01/2021,ARKW,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,"$127,838,854.24",2.56%
10/01/2021,ARKW,"ZILLOW GROUP INC - C",Z,98954M200,"$118,937,614.38",2.38%
10/01/2021,ARKW,"ROBLOX CORP -CLASS A",RBLX,771049103,"$97,928,892.15",1.96%
10/01/2021,ARKW,"SPLUNK INC",SPLK,848637104,"$81,583,446.12",1.64%
10/01/2021,ARKW,"ETSY INC",ETSY,29786A106,"$75,083,750.04",1.50%
10/01/2021,ARKW,"ROBINHOOD MARKETS INC - A",HOOD,770700102,"$72,776,897.12",1.46%
