FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-08-12,Buy,BLI,084310101,BERKELEY LIGHTS INC,92723,0.0164
ARKK,2021-08-12,Buy,TSP,90089L108,TUSIMPLE HOLDINGS INC,204932,0.0289
ARKK,2021-08-12,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,153790,0.017
ARKK,2021-08-12,Buy,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,2295428,0.2498
ARKK,2021-08-12,Buy,VCYT,92337F107,VERACYTE INC,53666,0.0102
ARKK,2021-08-12,Sell,TWTR,90184L102,TWITTER INC,252465,0.0719
ARKK,2021-08-12,Sell,DOCU,256163106,DOCUSIGN INC,50178,0.0654
ARKK,2021-08-12,Sell,TER,880770102,TERADYNE INC,90909,0.0476
ARKK,2021-08-12,Sell,SQ,852234103,SQUARE INC,128880,0.1531
ARKK,2021-08-12,Sell,SHOP,82509L107,SHOPIFY INC,22209,0.1474
ARKK,2021-08-12,Sell,IOVA,462260100,IOVANCE BIOTHERAPEUTICS INC,81694,0.008
ARKK,2021-08-12,Sell,SE,81141R100,SEA LTD,109453,0.1473
ARKK,2021-08-12,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,269026,0.0081
ARKK,2021-08-12,Sell,NTDOY,654445303,NINTENDO CO LTD,114850,0.0298
