FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-05-05,Buy,EXAS,30063P105,EXACT SCIENCES CORP,110016,0.1429
ARKG,2021-05-05,Buy,SURF,86877M209,SURFACE ONCOLOGY INC,206814,0.0173
ARKG,2021-05-05,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,39257,0.0146
ARKG,2021-05-05,Buy,TDOC,87918A105,TELADOC HEALTH INC,114199,0.2065
ARKG,2021-05-05,Buy,NVTA,46185L103,INVITAE CORP,420955,0.1401
ARKG,2021-05-05,Buy,MASS,65443P102,908 DEVICES INC,3834,0.0022
ARKG,2021-05-05,Buy,IONS,462222100,IONIS PHARMACEUTICALS INC,128664,0.0632
ARKG,2021-05-05,Sell,PHR,71944F106,PHREESIA INC,45913,0.0258
ARKG,2021-05-05,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,200,0
ARKG,2021-05-05,Sell,RHHBY,771195104,ROCHE HOLDING AG,469345,0.2189
ARKG,2021-05-05,Sell,SYRS,87184Q107,SYROS PHARMACEUTICALS INC,9670,0.0006
ARKG,2021-05-05,Sell,TAK,874060205,TAKEDA PHARMACEUTICAL CO LTD,335859,0.0638
ARKG,2021-05-05,Sell,REGN,75886F107,REGENERON PHARMACEUTICALS INC,45825,0.2529
