FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-05,Buy,TWLO,90138F102,TWILIO INC,14362,0.0237
ARKK,2021-05-05,Buy,TDOC,87918A105,TELADOC HEALTH INC,133812,0.101
ARKK,2021-05-05,Buy,SKLZ,83067L109,SKILLZ INC,1968185,0.1537
ARKK,2021-05-05,Buy,PATH,90364P105,UIPATH INC,86264,0.0305
ARKK,2021-05-05,Buy,NVTA,46185L103,INVITAE CORP,850971,0.1271
ARKK,2021-05-05,Buy,DKNG,26142R104,DRAFTKINGS INC,564976,0.1516
ARKK,2021-05-05,Sell,PSTG,74624M102,PURE STORAGE INC,819143,0.0721
ARKK,2021-05-05,Sell,SNPS,871607107,SYNOPSYS INC,46131,0.0522
ARKK,2021-05-05,Sell,TREE,52603B107,LENDINGTREE INC,63912,0.0594
ARKK,2021-05-05,Sell,BIDU,056752108,BAIDU INC,266053,0.255
