FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-09-28,Buy,COIN,19260Q107,COINBASE GLOBAL INC,184199,0.2005
ARKK,2021-09-28,Buy,Z,98954M200,ZILLOW GROUP INC,258827,0.1082
ARKK,2021-09-28,Buy,VCYT,92337F107,VERACYTE INC,20221,0.0045
ARKK,2021-09-28,Buy,TWOU,90214J101,2U INC,236100,0.0387
ARKK,2021-09-28,Buy,SQ,852234103,SQUARE INC,164151,0.1908
ARKK,2021-09-28,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,390775,0.0357
ARKK,2021-09-28,Buy,ROKU,77543R102,ROKU INC,95295,0.1413
ARKK,2021-09-28,Buy,PD,69553P100,PAGERDUTY INC,266548,0.0548
ARKK,2021-09-28,Buy,PATH,90364P105,UIPATH INC,337091,0.0836
ARKK,2021-09-28,Buy,ZM,98980L101,ZOOM VIDEO COMMUNICATIONS INC,112471,0.1399
ARKK,2021-09-28,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,30000,0.0163
ARKK,2021-09-28,Buy,DKNG,26142R104,DRAFTKINGS INC,393050,0.0935
ARKK,2021-09-28,Buy,HOOD,770700102,ROBINHOOD MARKETS INC,197942,0.0419
ARKK,2021-09-28,Buy,EXAS,30063P105,EXACT SCIENCES CORP,159436,0.0708
ARKK,2021-09-28,Buy,DNA,37611X100,GINKGO BIOWORKS HOLDINGS INC,327400,0.0194
ARKK,2021-09-28,Sell,TSLA,88160R101,TESLA INC,269552,0.9942
ARKK,2021-09-28,Sell,SE,81141R100,SEA LTD,198375,0.2986
ARKK,2021-09-28,Sell,NSTG,63009R109,NANOSTRING TECHNOLOGIES INC,36178,0.008
ARKK,2021-09-28,Sell,NTDOY,654445303,NINTENDO CO LTD,182573,0.0504
