FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-05-18,Buy,BEAM,07373V105,BEAM THERAPEUTICS INC,200,0.0001
ARKK,2021-05-18,Buy,PACB,69404D108,PACIFIC BIOSCIENCES OF CALIFORNIA INC,2124,0.0002
ARKK,2021-05-18,Buy,TSLA,88160R101,TESLA INC,43370,0.1281
ARKK,2021-05-18,Buy,DKNG,26142R104,DRAFTKINGS INC,679736,0.1536
ARKK,2021-05-18,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,2131,0.0012
ARKK,2021-05-18,Buy,COIN,19260Q107,COINBASE GLOBAL INC,118214,0.1475
ARKK,2021-05-18,Sell,HUYA,44852D108,HUYA INC,242684,0.0189
ARKK,2021-05-18,Sell,NVS,66987V109,NOVARTIS AG,152433,0.0683
ARKK,2021-05-18,Sell,ONVO,68620A203,ORGANOVO HOLDINGS INC,3429,0.0001
ARKK,2021-05-18,Sell,BEKE,482497104,KE HOLDINGS INC,648322,0.1644
ARKK,2021-05-18,Sell,SNPS,871607107,SYNOPSYS INC,80646,0.0965
ARKK,2021-05-18,Sell,TREE,52603B107,LENDINGTREE INC,45847,0.0443
ARKK,2021-05-18,Sell,NTDOY,654445303,NINTENDO CO LTD,135600,0.0484
