FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKK,2021-09-23,Buy,TWTR,90184L102,TWITTER INC,661141,0.2053
ARKK,2021-09-23,Buy,TWOU,90214J101,2U INC,35621,0.0058
ARKK,2021-09-23,Buy,NVTA,46185L103,INVITAE CORP,531209,0.078
ARKK,2021-09-23,Buy,PD,69553P100,PAGERDUTY INC,26594,0.0057
ARKK,2021-09-23,Buy,TDOC,87918A105,TELADOC HEALTH INC,256100,0.1671
ARKK,2021-09-23,Buy,SGFY,82671G100,SIGNIFY HEALTH INC,830777,0.0777
ARKK,2021-09-23,Sell,IRDM,46269C102,IRIDIUM COMMUNICATIONS INC,50400,0.0102
ARKK,2021-09-23,Sell,TER,880770102,TERADYNE INC,564192,0.3164
ARKK,2021-09-23,Sell,PRLB,743713109,PROTO LABS INC,28800,0.0096
ARKK,2021-09-23,Sell,PLTR,69608A108,PALANTIR TECHNOLOGIES INC,1461495,0.1968
ARKK,2021-09-23,Sell,NTLA,45826J105,INTELLIA THERAPEUTICS INC,19950,0.0141
ARKK,2021-09-23,Sell,NTDOY,654445303,NINTENDO CO LTD,51209,0.0146
ARKK,2021-09-23,Sell,NSTG,63009R109,NANOSTRING TECHNOLOGIES INC,400,0.0001
ARKK,2021-09-23,Sell,U,91332U101,UNITY SOFTWARE INC,171947,0.1125
