FUND,Date,Direction,Ticker,CUSIP,Name,Shares,% of ETF
ARKG,2021-09-07,Buy,ADPT,00650F109,ADAPTIVE BIOTECHNOLOGIES CORP,192885,0.09
ARKG,2021-09-07,Buy,SLGC,83444K105,SOMALOGIC INC,640033,0.08
ARKG,2021-09-07,Buy,RPTX,760273102,REPARE THERAPEUTICS INC,71951,0.03
ARKG,2021-09-07,Buy,PSNL,71535D106,PERSONALIS INC,46968,0.01
ARKG,2021-09-07,Buy,PFE,717081103,PFIZER INC,187746,0.1
ARKG,2021-09-07,Buy,NVTA,46185L103,INVITAE CORP,261144,0.09
ARKG,2021-09-07,Buy,VCYT,92337F107,VERACYTE INC,2791,0
ARKG,2021-09-07,Buy,CRSP,H17182108,CRISPR THERAPEUTICS AG,23000,0.03
ARKG,2021-09-07,Sell,SRPT,803607100,SAREPTA THERAPEUTICS INC,148516,0.14
ARKG,2021-09-07,Sell,CLLS,15117K103,CELLECTIS SA,3230,0
ARKG,2021-09-07,Sell,CRBU,142038108,CARIBOU BIOSCIENCES INC,229324,0.08
ARKG,2021-09-07,Sell,RHHBY,771195104,ROCHE HOLDING AG,220172,0.13
ARKG,2021-09-07,Sell,PSTI,72940R300,PLURISTEM THERAPEUTICS INC,9759,0
ARKG,2021-09-07,Sell,PSTG,74624M102,PURE STORAGE INC,80948,0.02
ARKG,2021-09-07,Sell,DRNA,253031108,DICERNA PHARMACEUTICALS INC,152759,0.04
ARKG,2021-09-07,Sell,MCRB,81750R102,SERES THERAPEUTICS INC,900,0
