date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/07/2021,PRNT,"EXONE CO/THE",XONE,302104104,"1,079,022","$24,213,253.68",5.33%
10/07/2021,PRNT,"3D SYSTEMS CORP",DDD,88554D205,"831,319","$21,431,403.82",4.72%
10/07/2021,PRNT,"BICO GROUP AB",BICO,BKMFJ94,"329,417","$19,255,288.17",4.24%
10/07/2021,PRNT,"STRAUMANN HOLDING AG-REG",STMN,7156832,"10,581","$19,096,579.67",4.20%
10/07/2021,PRNT,"ALTAIR ENGINEERING INC - A",ALTR,021369103,"265,682","$18,871,392.46",4.15%
10/07/2021,PRNT,"CONFORMIS INC",CFMS,20717E101,"14,551,646","$18,626,106.88",4.10%
10/07/2021,PRNT,"SLM SOLUTIONS GROUP AG",AM3D,BMHTHK2,"899,359","$18,504,259.71",4.07%
10/07/2021,PRNT,"MICROSOFT CORP",MSFT,594918104,"62,998","$18,465,343.78",4.06%
10/07/2021,PRNT,"HP INC",HPQ,40434L105,"649,216","$18,015,744.00",3.96%
10/07/2021,PRNT,"TRIMBLE INC",TRMB,896239100,"219,162","$17,940,601.32",3.95%
10/07/2021,PRNT,"DASSAULT SYSTEMES SE","DSY FP",BM8H5Y5,"347,984","$17,828,986.16",3.92%
10/07/2021,PRNT,"ANSYS INC",ANSS,03662Q105,"51,281","$17,671,945.41",3.89%
10/07/2021,PRNT,"AUTODESK INC",ADSK,052769106,"60,801","$16,867,413.42",3.71%
10/07/2021,PRNT,"RENISHAW PLC",RSW,0732358,"268,144","$15,915,493.42",3.50%
10/07/2021,PRNT,"MATERIALISE NV-ADR",MTLS,57667T100,"787,771","$15,180,347.17",3.34%
10/07/2021,PRNT,"NANO DIMENSION LTD - ADR",NNDM,63008G203,"2,743,459","$15,143,893.68",3.33%
10/07/2021,PRNT,"PTC INC",PTC,69370C100,"126,717","$15,154,086.03",3.33%
10/07/2021,PRNT,"PROTO LABS INC",PRLB,743713109,"215,537","$14,473,309.55",3.19%
