date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/14/2021,ARKG,"TELADOC HEALTH INC",TDOC,87918A105,"4,128,999","$561,626,443.98",8.05%
10/14/2021,ARKG,"EXACT SCIENCES CORP",EXAS,30063P105,"3,890,913","$378,741,471.42",5.43%
10/14/2021,ARKG,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,"13,987,826","$336,686,971.82",4.82%
10/14/2021,ARKG,"FATE THERAPEUTICS INC",FATE,31189P102,"4,728,057","$284,392,628.55",4.07%
10/14/2021,ARKG,"IONIS PHARMACEUTICALS INC",IONS,462222100,"8,399,995","$281,903,832.20",4.04%
10/14/2021,ARKG,"VERTEX PHARMACEUTICALS INC",VRTX,92532F100,"1,441,418","$261,386,740.12",3.74%
10/14/2021,ARKG,"CAREDX INC",CDNA,14167L103,"3,471,231","$240,868,719.09",3.45%
10/14/2021,ARKG,"TWIST BIOSCIENCE CORP",TWST,90184D100,"2,176,107","$240,068,124.24",3.44%
10/14/2021,ARKG,"ACCOLADE INC",ACCD,00437E102,"5,510,346","$211,542,182.94",3.03%
10/14/2021,ARKG,"CRISPR THERAPEUTICS AG",CRSP,H17182108,"2,177,496","$210,716,287.92",3.02%
10/14/2021,ARKG,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,"1,636,238","$205,102,433.30",2.94%
10/14/2021,ARKG,"BEAM THERAPEUTICS INC",BEAM,07373V105,"2,233,249","$198,736,828.51",2.85%
10/14/2021,ARKG,"VEEVA SYSTEMS INC-CLASS A",VEEV,922475108,"627,147","$187,516,953.00",2.69%
10/14/2021,ARKG,"INCYTE CORP",INCY,45337C102,"2,835,000","$182,063,700.00",2.61%
10/14/2021,ARKG,"TAKEDA PHARMACEUTIC-SP ADR","TAK UN",874060205,"12,832,848","$181,713,127.68",2.60%
10/14/2021,ARKG,"ADAPTIVE BIOTECHNOLOGIES",ADPT,00650F109,"5,110,301","$168,895,448.05",2.42%
10/14/2021,ARKG,"REGENERON PHARMACEUTICALS",REGN,75886F107,"304,989","$166,865,581.68",2.39%
10/14/2021,ARKG,"INVITAE CORP",NVTA,46185L103,"5,953,757","$160,691,901.43",2.30%
10/14/2021,ARKG,"GINKGO BIOWORKS HOLDINGS INC",DNA,37611X100,"15,573,333","$159,626,663.25",2.29%
10/14/2021,ARKG,"SIGNIFY HEALTH INC -CLASS A",SGFY,82671G100,"8,885,314","$154,249,051.04",2.21%
10/14/2021,ARKG,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,"5,699,923","$150,078,972.59",2.15%
10/14/2021,ARKG,"CODEXIS INC",CDXS,192005106,"4,813,151","$145,260,897.18",2.08%
10/14/2021,ARKG,"UIPATH INC - CLASS A",PATH,90364P105,"2,895,995","$144,770,790.05",2.07%
10/14/2021,ARKG,"CASTLE BIOSCIENCES INC",CSTL,14843C105,"2,029,330","$128,253,656.00",1.84%
10/14/2021,ARKG,"ARCTURUS THERAPEUTICS HOLDIN","ARCT UQ",03969T109,"2,608,244","$117,918,711.24",1.69%
10/14/2021,ARKG,"SCHRODINGER INC",SDGR,80810D103,"2,138,746","$115,492,284.00",1.65%
10/14/2021,ARKG,"PERSONALIS INC",PSNL,71535D106,"5,198,740","$104,338,711.80",1.49%
10/14/2021,ARKG,"QUANTUM-SI INC",QSI,74765K105,"11,288,301","$98,208,218.70",1.41%
10/14/2021,ARKG,"10X GENOMICS INC-CLASS A",TXG,88025U109,"622,219","$95,778,170.67",1.37%
10/14/2021,ARKG,"PFIZER INC",PFE,717081103,"2,187,609","$90,610,764.78",1.30%
10/14/2021,ARKG,"908 DEVICES INC",MASS,65443P102,"2,748,266","$89,840,815.54",1.29%
10/14/2021,ARKG,"VERACYTE INC",VCYT,92337F107,"2,004,357","$87,891,054.45",1.26%
10/14/2021,ARKG,"BERKELEY LIGHTS INC",BLI,084310101,"3,825,746","$85,811,482.78",1.23%
10/14/2021,ARKG,"BUTTERFLY NETWORK INC",BFLY,124155102,"7,095,602","$77,413,017.82",1.11%
10/14/2021,ARKG,"1LIFE HEALTHCARE INC",ONEM,68269G107,"3,540,946","$72,978,897.06",1.05%
