date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/14/2021,ARKK,"TESLA INC",TSLA,88160R101,"2,458,470","$1,994,015,847.60",9.81%
10/14/2021,ARKK,"TELADOC HEALTH INC",TDOC,87918A105,"9,450,802","$1,285,498,088.04",6.32%
10/14/2021,ARKK,"ROKU INC",ROKU,77543R102,"3,545,914","$1,167,385,807.08",5.74%
10/14/2021,ARKK,"COINBASE GLOBAL INC -CLASS A",COIN,19260Q107,"4,328,041","$1,068,073,957.98",5.25%
10/14/2021,ARKK,"UNITY SOFTWARE INC",U,91332U101,"7,693,235","$1,059,820,053.60",5.21%
10/14/2021,ARKK,"ZOOM VIDEO COMMUNICATIONS-A",ZM,98980L101,"3,450,042","$918,539,182.08",4.52%
10/14/2021,ARKK,"SQUARE INC - A",SQ,852234103,"3,245,110","$787,685,550.30",3.87%
10/14/2021,ARKK,"SPOTIFY TECHNOLOGY SA",SPOT,L8681T102,"3,202,587","$780,886,788.21",3.84%
10/14/2021,ARKK,"SHOPIFY INC - CLASS A",SHOP,82509L107,"537,810","$752,380,055.70",3.70%
10/14/2021,ARKK,"TWILIO INC - A",TWLO,90138F102,"2,049,124","$708,505,114.24",3.48%
10/14/2021,ARKK,"EXACT SCIENCES CORP",EXAS,30063P105,"6,763,231","$658,332,905.54",3.24%
10/14/2021,ARKK,"ZILLOW GROUP INC - C",Z,98954M200,"6,911,293","$652,633,397.99",3.21%
10/14/2021,ARKK,"UIPATH INC - CLASS A",PATH,90364P105,"12,613,876","$630,567,661.24",3.10%
10/14/2021,ARKK,"PALANTIR TECHNOLOGIES INC-A",PLTR,69608A108,"24,160,477","$582,992,310.01",2.87%
10/14/2021,ARKK,"CRISPR THERAPEUTICS AG",CRSP,H17182108,"6,012,133","$581,794,110.41",2.86%
10/14/2021,ARKK,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,"4,413,289","$553,205,776.15",2.72%
10/14/2021,ARKK,"DRAFTKINGS INC - CL A",DKNG,26142R104,"11,047,637","$550,393,275.34",2.71%
10/14/2021,ARKK,"TWITTER INC",TWTR,90184L102,"8,064,007","$501,581,235.40",2.47%
10/14/2021,ARKK,"BEAM THERAPEUTICS INC",BEAM,07373V105,"5,511,407","$490,460,108.93",2.41%
10/14/2021,ARKK,"INVITAE CORP",NVTA,46185L103,"15,898,562","$429,102,188.38",2.11%
10/14/2021,ARKK,"FATE THERAPEUTICS INC",FATE,31189P102,"6,207,419","$373,376,252.85",1.84%
10/14/2021,ARKK,"10X GENOMICS INC-CLASS A",TXG,88025U109,"2,140,667","$329,512,871.31",1.62%
10/14/2021,ARKK,"DOCUSIGN INC",DOCU,256163106,"1,202,804","$311,899,105.24",1.53%
10/14/2021,ARKK,"PAGERDUTY INC",PD,69553P100,"6,969,261","$287,482,016.25",1.41%
10/14/2021,ARKK,"TUSIMPLE HOLDINGS INC - A",TSP,90089L108,"7,174,834","$276,876,844.06",1.36%
