date,fund,company,ticker,cusip,shares,"market value ($)","weight (%)"
10/11/2021,ARKG,"TELADOC HEALTH INC",TDOC,87918A105,"4,034,787","$530,776,229.85",7.81%
10/11/2021,ARKG,"EXACT SCIENCES CORP",EXAS,30063P105,"3,880,633","$363,576,505.77",5.35%
10/11/2021,ARKG,"PACIFIC BIOSCIENCES OF CALIF",PACB,69404D108,"13,950,891","$347,098,168.08",5.11%
10/11/2021,ARKG,"IONIS PHARMACEUTICALS INC",IONS,462222100,"8,377,820","$285,599,883.80",4.20%
10/11/2021,ARKG,"VERTEX PHARMACEUTICALS INC",VRTX,92532F100,"1,497,534","$267,968,733.96",3.94%
10/11/2021,ARKG,"FATE THERAPEUTICS INC",FATE,31189P102,"4,715,567","$259,026,095.31",3.81%
10/11/2021,ARKG,"TWIST BIOSCIENCE CORP",TWST,90184D100,"2,170,362","$213,889,175.10",3.15%
10/11/2021,ARKG,"ACCOLADE INC",ACCD,00437E102,"5,495,791","$210,104,089.93",3.09%
10/11/2021,ARKG,"CAREDX INC",CDNA,14167L103,"3,355,329","$210,110,701.98",3.09%
10/11/2021,ARKG,"VEEVA SYSTEMS INC-CLASS A",VEEV,922475108,"724,342","$207,523,983.00",3.05%
10/11/2021,ARKG,"CRISPR THERAPEUTICS AG",CRSP,H17182108,"1,956,984","$193,017,331.92",2.84%
10/11/2021,ARKG,"INTELLIA THERAPEUTICS INC",NTLA,45826J105,"1,580,494","$190,781,430.74",2.81%
10/11/2021,ARKG,"INCYTE CORP",INCY,45337C102,"2,827,515","$186,304,963.35",2.74%
10/11/2021,ARKG,"TAKEDA PHARMACEUTIC-SP ADR","TAK UN",874060205,"13,060,522","$186,112,438.50",2.74%
10/11/2021,ARKG,"BEAM THERAPEUTICS INC",BEAM,07373V105,"2,188,475","$182,890,855.75",2.69%
10/11/2021,ARKG,"REGENERON PHARMACEUTICALS",REGN,75886F107,"328,995","$180,953,829.90",2.66%
10/11/2021,ARKG,"ADAPTIVE BIOTECHNOLOGIES",ADPT,00650F109,"5,096,811","$166,716,687.81",2.45%
10/11/2021,ARKG,"GINKGO BIOWORKS HOLDINGS INC",DNA,37611X100,"15,532,213","$160,447,760.29",2.36%
10/11/2021,ARKG,"SIGNIFY HEALTH INC -CLASS A",SGFY,82671G100,"8,861,849","$159,956,374.45",2.35%
10/11/2021,ARKG,"CODEXIS INC",CDXS,192005106,"4,800,436","$154,766,056.64",2.28%
10/11/2021,ARKG,"INVITAE CORP",NVTA,46185L103,"5,938,032","$155,279,536.80",2.28%
10/11/2021,ARKG,"IOVANCE BIOTHERAPEUTICS INC",IOVA,462260100,"5,684,868","$150,194,212.56",2.21%
10/11/2021,ARKG,"UIPATH INC - CLASS A",PATH,90364P105,"2,888,350","$148,403,423.00",2.18%
